9;An Phú;An Giang;;148615;226;657;5;1
286;Ia H' Drai;Kon Tum;;10210;980;10;5;1
305;Kon Plông;Kon Tum;;26025;1371;19;5;1
306;Kon Rẫy;Kon Tum;;28591;914;31;5;1
307;Kon Tum;Kon Tum;thành phố;168264;433;389;5;1
413;Ngọc Hồi;Kon Tum;;58913;844;70;5;1
506;Sa Thầy;Kon Tum;;49914;1432;35;5;1
632;Tu Mơ Rông;Kon Tum;;27411;859;32;5;1
323;Lai Châu;Lai Châu;thành phố;42973;92;465;5;1
380;Mường Tè;Lai Châu;;46143;2679;17;5;1
394;Nậm Nhùn;Lai Châu;;27261;1388;20;5;1
440;Phong Thổ;Lai Châu;;79645;1029;77;5;1
509;Sìn Hồ;Lai Châu;;83643;1527;55;5;1
531;Tam Đường;Lai Châu;;52470;663;79;5;1
553;Tân Uyên;Lai Châu;;58104;897;65;5;1
569;Than Uyên;Lai Châu;;67550;793;85;5;1
40;Bảo Lâm;Lâm Đồng;;118090;1463;81;5;1
41;Bảo Lộc;Lâm Đồng;thành phố;158684;233;680;5;1
100;Cát Tiên;Lâm Đồng;;35283;427;83;5;1
166;Di Linh;Lâm Đồng;;159994;1614;99;5;1
144;Đạ Huoai;Lâm Đồng;;33998;496;69;5;1
146;Đà Lạt;Lâm Đồng;thành phố;226578;395;574;5;1
147;Đạ Tẻh;Lâm Đồng;;43415;527;82;5;1
161;Đam Rông;Lâm Đồng;;54217;872;62;5;1
179;Đơn Dương;Lâm Đồng;;107281;611;175;5;1
201;Đức Trọng;Lâm Đồng;;186974;904;207;5;1
320;Lạc Dương;Lâm Đồng;;27956;1311;21;5;1
327;Lâm Hà;Lâm Đồng;;144436;930;155;5;1
31;Bắc Sơn;Lạng Sơn;;71967;699;103;5;1
54;Bình Gia;Lạng Sơn;;52689;1094;48;5;1
97;Cao Lộc;Lạng Sơn;;79873;619;129;5;1
118;Chi Lăng;Lạng Sơn;;75063;704;107;5;1
174;Đình Lập;Lạng Sơn;;28579;1190;24;5;1
284;Hữu Lũng;Lạng Sơn;;121735;808;151;5;1
331;Lạng Sơn;Lạng Sơn;thành phố;103284;78;1326;4;2
338;Lộc Bình;Lạng Sơn;;84740;986;86;5;1
624;Tràng Định;Lạng Sơn;;59827;1017;59;5;1
656;Văn Lãng;Lạng Sơn;;49696;567;88;5;1
658;Văn Quan;Lạng Sơn;;54202;548;99;5;1
42;Bảo Thắng;Lào Cai;;103262;652;158;5;1
43;Bảo Yên;Lào Cai;;85564;818;105;5;1
44;Bát Xát;Lào Cai;;74388;1036;72;5;1
25;Bắc Hà;Lào Cai;;65338;683;96;5;1
332;Lào Cai;Lào Cai;thành phố;130671;282;463;5;1
375;Mường Khương;Lào Cai;;63682;556;115;5;1
505;Sa Pa;Lào Cai;thị xã;81857;681;120;5;1
508;Si Ma Cai;Lào Cai;;37490;235;160;5;1
649;Văn Bàn;Lào Cai;;89167;1424;63;5;1
48;Bến Lức;Long An;;181660;288;631;5;1
89;Cần Đước;Long An;;187359;221;850;5;1
91;Cần Giuộc;Long An;;214914;215;999;5;1
112;Châu Thành;Long An;;109812;155;708;5;1
196;Đức Hòa;Long An;;315711;425;743;5;1
197;Đức Huệ;Long An;;65961;429;154;5;1
297;Kiến Tường;Long An;thị xã;43674;204;214;5;1
370;Mộc Hóa;Long An;;28165;300;94;5;1
535;Tân An;Long An;thành phố;145120;82;1776;4;2
542;Tân Hưng;Long An;;47651;502;95;5;1
550;Tân Thạnh;Long An;;77537;423;183;5;1
551;Tân Trụ;Long An;;66502;106;625;5;1
576;Thạnh Hóa;Long An;;56074;468;120;5;1
597;Thủ Thừa;Long An;;98333;299;329;5;1
668;Vĩnh Hưng;Long An;;50074;378;132;5;1
218;Giao Thủy;Nam Định;;167752;238;705;5;1
242;Hải Hậu;Nam Định;;262901;228;1153;4;2
383;Mỹ Lộc;Nam Định;;72514;75;973;5;1
391;Nam Định;Nam Định;thành phố;236294;46;5093;1;5
398;Nam Trực;Nam Định;;183241;164;1118;4;2
409;Nghĩa Hưng;Nam Định;;175786;259;679;5;1
628;Trực Ninh;Nam Định;;172557;144;1198;4;2
680;Vụ Bản;Nam Định;;130862;153;856;5;1
687;Xuân Trường;Nam Định;;149480;116;1288;4;2
689;Ý Yên;Nam Định;;229006;261;877;5;1
11;Anh Sơn;Nghệ An;;116922;603;194;5;1
135;Con Cuông;Nghệ An;;75168;1738;43;5;1
142;Cửa Lò;Nghệ An;thị xã;55668;28;2002;3;3
171;Diễn Châu;Nghệ An;;312506;305;1025;4;2
176;Đô Lương;Nghệ An;;213543;350;610;5;1
263;Hòang Mai;Nghệ An;thị xã;113360;170;668;5;1
277;Hưng Nguyên;Nghệ An;;124245;159;780;5;1
318;Kỳ Sơn;Nghệ An;;80288;2094;38;5;1
390;Nam Đàn;Nghệ An;;164634;293;563;5;1
404;Nghi Lộc;Nghệ An;;218005;346;630;5;1
407;Nghĩa Đàn;Nghệ An;;140515;618;227;5;1
493;Quế Phong;Nghệ An;;71940;1891;38;5;1
497;Quỳ Châu;Nghệ An;;57813;1058;55;5;1
498;Quỳ Hợp;Nghệ An;;134154;943;142;5;1
500;Quỳnh Lưu;Nghệ An;;276259;436;633;5;1
543;Tân Kỳ;Nghệ An;;147257;729;202;5;1
566;Thái Hòa;Nghệ An;thị xã;66127;135;491;5;1
573;Thanh Chương;Nghệ An;;240808;1130;213;5;1
637;Tương Dương;Nghệ An;;77830;2811;28;5;1
678;Vinh;Nghệ An;thành phố;339114;105;3227;2;4
703;Yên Thành;Nghệ An;;301635;548;551;5;1
216;Gia Viễn;Ninh Bình;;120992;177;685;5;1
254;Hoa Lư;Ninh Bình;;71839;104;694;5;1
302;Kim Sơn;Ninh Bình;;182942;216;848;5;1
419;Nho Quan;Ninh Bình;;149830;451;333;5;1
423;Ninh Bình;Ninh Bình;thành phố;128480;47;2745;3;3
529;Tam Điệp;Ninh Bình;thành phố;62866;105;599;5;1
695;Yên Khánh;Ninh Bình;;147069;143;1031;4;2
699;Yên Mô;Ninh Bình;;118469;146;811;5;1
22;Bác Ái;Ninh Thuận;;30598;1027;30;5;1
425;Ninh Hải;Ninh Thuận;;92231;254;364;5;1
428;Ninh Phước;Ninh Thuận;;128028;342;374;5;1
429;Ninh Sơn;Ninh Thuận;;71888;772;93;5;1
435;Phan Rang-Tháp Chàm;Ninh Thuận;thành phố;167394;79;2114;3;3
599;Thuận Bắc;Ninh Thuận;;43322;318;136;5;1
601;Thuận Nam;Ninh Thuận;;57006;563;101;5;1
80;Cẩm Khê;Phú Thọ;;139424;234;596;5;1
178;Đoan Hùng;Phú Thọ;;115131;303;380;5;1
230;Hạ Hòa;Phú Thọ;;104997;342;307;5;1
328;Lâm Thao;Phú Thọ;;107989;98;1097;4;2
453;Phù Ninh;Phú Thọ;;111011;157;705;5;1
460;Phú Thọ;Phú Thọ;thị xã;70653;65;1084;4;2
534;Tam Nông;Phú Thọ;;87931;156;565;5;1
549;Tân Sơn;Phú Thọ;;85731;689;125;5;1
571;Thanh Ba;Phú Thọ;;115470;195;593;5;1
582;Thanh Sơn;Phú Thọ;;133132;621;214;5;1
583;Thanh Thủy;Phú Thọ;;84622;126;673;5;1
663;Việt Trì;Phú Thọ;thành phố;214777;112;1926;4;2
697;Yên Lập;Phú Thọ;;92858;438;212;5;1
185;Đông Hòa;Phú Yên;thị xã;119991;266;452;5;1
194;Đồng Xuân;Phú Yên;;55030;1033;53;5;1
445;Phú Hòa;Phú Yên;;102074;259;394;5;1
521;Sông Cầu;Phú Yên;thị xã;99432;493;202;5;1
523;Sông Hinh;Phú Yên;;51816;893;58;5;1
515;Sơn Hòa;Phú Yên;;59497;938;63;5;1
558;Tây Hòa;Phú Yên;;110983;624;178;5;1
638;Tuy An;Phú Yên;;123167;408;302;5;1
640;Tuy Hòa;Phú Yên;thành phố;155921;111;1410;4;2
16;Ba Đồn;Quảng Bình;thị xã;106413;162;656;5;1
66;Bố Trạch;Quảng Bình;;188375;2116;89;5;1
186;Đồng Hới;Quảng Bình;thành phố;133672;156;857;5;1
336;Lệ Thủy;Quảng Bình;;137831;1402;98;5;1
364;Minh Hóa;Quảng Bình;;50670;1394;36;5;1
488;Quảng Ninh;Quảng Bình;;90335;1194;76;5;1
489;Quảng Trạch;Quảng Bình;;110380;448;246;5;1
643;Tuyên Hóa;Quảng Bình;;77754;1129;69;5;1
33;Bắc Trà My;Quảng Nam;;41335;847;49;5;1
205;Duy Xuyên;Quảng Nam;;126686;309;410;5;1
148;Đại Lộc;Quảng Nam;;141851;579;245;5;1
167;Điện Bàn;Quảng Nam;thị xã;226564;216;1047;4;2
182;Đông Giang;Quảng Nam;;25116;822;31;5;1
249;Hiệp Đức;Quảng Nam;;37127;497;75;5;1
267;Hội An;Quảng Nam;thành phố;98599;64;1550;4;2
393;Nam Giang;Quảng Nam;;26123;1847;14;5;1
397;Nam Trà My;Quảng Nam;;31306;826;38;5;1
431;Nông Sơn;Quảng Nam;;26678;472;57;5;1
432;Núi Thành;Quảng Nam;;147721;556;266;5;1
452;Phú Ninh;Quảng Nam;;77204;256;302;5;1
469;Phước Sơn;Quảng Nam;;26337;1153;23;5;1
494;Quế Sơn;Quảng Nam;;80821;257;314;5;1
532;Tam Kỳ;Quảng Nam;thành phố;122374;94;1302;4;2
556;Tây Giang;Quảng Nam;;20005;914;22;5;1
570;Thăng Bình;Quảng Nam;;173726;412;421;5;1
610;Tiên Phước;Quảng Nam;;66239;455;146;5;1
19;Ba Tơ;Quảng Ngãi;;59438;1138;52;5;1
60;Bình Sơn;Quảng Ngãi;;181050;466;388;5;1
199;Đức Phổ;Quảng Ngãi;thị xã;150927;373;405;5;1
356;Lý Sơn;Quảng Ngãi;huyện đảo;22174;10;2132;3;3
365;Minh Long;Quảng Ngãi;;18722;217;86;5;1
368;Mộ Đức;Quảng Ngãi;;112592;214;526;5;1
408;Nghĩa Hành;Quảng Ngãi;;82250;234;351;5;1
487;Quảng Ngãi;Quảng Ngãi;thành phố;261417;157;1666;4;2
514;Sơn Hà;Quảng Ngãi;;78377;752;104;5;1
518;Sơn Tây;Quảng Ngãi;;21174;382;56;5;1
519;Sơn Tịnh;Quảng Ngãi;;95843;243;394;5;1
614;Trà Bồng;Quảng Ngãi;;53379;760;70;5;1
633;Tư Nghĩa;Quảng Ngãi;;128661;206;624;5;1
14;Ba Chẽ;Quảng Ninh;;22103;607;36;5;1
56;Bình Liêu;Quảng Ninh;;31637;470;67;5;1
85;Cẩm Phả;Quảng Ninh;thành phố;190232;387;492;5;1
133;Cô Tô;Quảng Ninh;huyện đảo;6285;50;125;5;1
160;Đầm Hà;Quảng Ninh;;41217;327;126;5;1
191;Đông Triều;Quảng Ninh;thị xã;171673;397;433;5;1
232;Hạ Long;Quảng Ninh;thành phố;300267;1119;268;5;1
241;Hải Hà;Quảng Ninh;;61566;512;120;5;1
371;Móng Cái;Quảng Ninh;thành phố;108553;520;209;5;1
492;Quảng Yên;Quảng Ninh;thị xã;145920;302;483;5;1
611;Tiên Yên;Quảng Ninh;;50830;652;78;5;1
648;Uông Bí;Quảng Ninh;thành phố;120982;256;474;5;1
652;Vân Đồn;Quảng Ninh;huyện đảo;46616;582;80;5;1
83;Cam Lộ;Quảng Trị;;47777;345;139;5;1
134;Cồn Cỏ;Quảng Trị;huyện đảo;346;2;150;5;1
145;Đa Krông;Quảng Trị;;43208;1225;35;5;1
183;Đông Hà;Quảng Trị;thành phố;95658;73;1310;4;2
219;Gio Linh;Quảng Trị;;75276;474;159;5;1
243;Hải Lăng;Quảng Trị;;79533;425;187;5;1
279;Hướng Hóa;Quảng Trị;;90918;1153;79;5;1
490;Quảng Trị;Quảng Trị;thị xã;23356;73;320;5;1
626;Triệu Phong;Quảng Trị;;88852;354;251;5;1
669;Vĩnh Linh;Quảng Trị;;87451;617;142;5;1
113;Châu Thành;Sóc Trăng;;95188;236;403;5;1
140;Cù Lao Dung;Sóc Trăng;;58304;265;220;5;1
289;Kế Sách;Sóc Trăng;;149156;353;423;5;1
347;Long Phú;Sóc Trăng;;94255;264;357;5;1
385;Mỹ Tú;Sóc Trăng;;90524;368;246;5;1
386;Mỹ Xuyên;Sóc Trăng;;150067;374;402;5;1
401;Ngã Năm;Sóc Trăng;thị xã;74115;242;306;5;1
511;Sóc Trăng;Sóc Trăng;thành phố;137305;76;1807;4;2
585;Thạnh Trị;Sóc Trăng;;73596;288;256;5;1
619;Trần Đề;Sóc Trăng;;112463;378;298;5;1
666;Vĩnh Châu;Sóc Trăng;thị xã;164680;469;351;5;1
35;Bắc Yên;Sơn La;;66784;1099;61;5;1
359;Mai Sơn;Sơn La;;163881;1427;115;5;1
369;Mộc Châu;Sơn La;;114460;1072;107;5;1
376;Mường La;Sơn La;;99534;1425;70;5;1
463;Phù Yên;Sơn La;;114974;1234;93;5;1
501;Quỳnh Nhai;Sơn La;;64045;1056;61;5;1
525;Sông Mã;Sơn La;;154224;1640;94;5;1
526;Sốp Cộp;Sơn La;;50215;1473;34;5;1
516;Sơn La;Sơn La;thành phố;106052;324;328;5;1
600;Thuận Châu;Sơn La;;172763;1533;113;5;1
654;Vân Hồ;Sơn La;;62188;983;63;5;1
692;Yên Châu;Sơn La;;79295;858;92;5;1
47;Bến Cầu;Tây Ninh;;69849;238;294;5;1
114;Châu Thành;Tây Ninh;;140769;581;242;5;1
203;Dương Minh Châu;Tây Ninh;;119158;436;274;5;1
225;Gò Dầu;Tây Ninh;;152757;260;588;5;1
255;Hòa Thành;Tây Ninh;thị xã;147666;83;1781;4;2
536;Tân Biên;Tây Ninh;;102190;861;119;5;1
539;Tân Châu;Tây Ninh;;134743;1103;122;5;1
559;Tây Ninh;Tây Ninh;thành phố;133805;140;956;5;1
622;Trảng Bàng;Tây Ninh;thị xã;161831;340;476;5;1
187;Đông Hưng;Thái Bình;;244838;199;1228;4;2
276;Hưng Hà;Thái Bình;;253272;210;1204;4;2
298;Kiến Xương;Thái Bình;;216682;202;1073;4;2
502;Quỳnh Phụ;Thái Bình;;240940;210;1147;4;2
565;Thái Bình;Thái Bình;thành phố;206037;68;3026;2;4
568;Thái Thụy;Thái Bình;;255222;268;951;5;1
607;Tiền Hải;Thái Bình;;215535;231;932;5;1
682;Vũ Thư;Thái Bình;;227921;197;1158;4;2
149;Đại Từ;Thái Nguyên;;171703;573;299;5;1
173;Định Hóa;Thái Nguyên;;89288;514;174;5;1
188;Đồng Hỷ;Thái Nguyên;;92421;428;216;5;1
437;Phổ Yên;Thái Nguyên;thị xã;196378;259;759;5;1
441;Phú Bình;Thái Nguyên;;156804;243;644;5;1
447;Phú Lương;Thái Nguyên;;102292;351;292;5;1
522;Sông Công;Thái Nguyên;thành phố;69382;97;717;5;1
567;Thái Nguyên;Thái Nguyên;thành phố;340403;223;1527;4;2
679;Võ Nhai;Thái Nguyên;;68080;839;81;5;1
18;Bá Thước;Thanh Hóa;;100834;778;130;5;1
51;Bỉm Sơn;Thanh Hóa;thị xã;58378;64;914;5;1
87;Cẩm Thủy;Thanh Hóa;;110091;425;259;5;1
190;Đông Sơn;Thanh Hóa;;76923;83;928;5;1
236;Hà Trung;Thanh Hóa;;118826;244;487;5;1
248;Hậu Lộc;Thanh Hóa;;176418;144;1228;4;2
261;Hoằng Hóa;Thanh Hóa;;233043;204;1143;4;2
329;Lang Chánh;Thanh Hóa;;49654;586;85;5;1
377;Mường Lát;Thanh Hóa;;39948;812;49;5;1
402;Nga Sơn;Thanh Hóa;;141114;158;894;5;1
405;Nghi Sơn;Thanh Hóa;thị xã;307304;456;675;5;1
414;Ngọc Lặc;Thanh Hóa;;136611;491;278;5;1
421;Như Thanh;Thanh Hóa;;94906;588;161;5;1
422;Như Xuân;Thanh Hóa;;66240;722;92;5;1
430;Nông Cống;Thanh Hóa;;182801;285;641;5;1
482;Quan Hóa;Thanh Hóa;;48856;991;49;5;1
483;Quan Sơn;Thanh Hóa;;40526;927;44;5;1
491;Quảng Xương;Thanh Hóa;;199943;174;1148;4;2
507;Sầm Sơn;Thanh Hóa;thành phố;109208;45;2432;3;3
563;Thạch Thành;Thanh Hóa;;144343;559;258;5;1
575;Thanh Hóa;Thanh Hóa;thành phố;359910;145;2475;3;3
588;Thiệu Hóa;Thanh Hóa;;160732;160;1005;4;2
589;Thọ Xuân;Thanh Hóa;;195998;292;671;5;1
604;Thường Xuân;Thanh Hóa;;89131;1107;81;5;1
627;Triệu Sơn;Thanh Hóa;;202386;290;698;5;1
670;Vĩnh Lộc;Thanh Hóa;;86362;158;548;5;1
693;Yên Định;Thanh Hóa;;165830;229;725;5;1
52;Bình Chánh;TP. Hồ Chí Minh;;705508;253;2792;3;3
61;Bình Tân;TP. Hồ Chí Minh;quận;784173;52;15109;1;5
63;Bình Thạnh;TP. Hồ Chí Minh;quận;499164;21;23998;1;5
90;Cần Giờ;TP. Hồ Chí Minh;;71526;704;102;5;1
137;Củ Chi;TP. Hồ Chí Minh;;462047;435;1063;4;2
227;Gò Vấp;TP. Hồ Chí Minh;quận;676899;20;34360;1;5
266;Hóc Môn;TP. Hồ Chí Minh;;542243;109;4966;2;4
417;Nhà Bè;TP. Hồ Chí Minh;;206837;100;2060;3;3
451;Phú Nhuận;TP. Hồ Chí Minh;quận;163961;5;33461;1;5
471;1;TP. Hồ Chí Minh;quận;142625;8;18523;1;5
472;3;TP. Hồ Chí Minh;quận;190375;5;38852;1;5
473;4;TP. Hồ Chí Minh;quận;175329;4;41745;1;5
474;5;TP. Hồ Chí Minh;quận;159073;4;36994;1;5
475;6;TP. Hồ Chí Minh;quận;233561;7;32439;1;5
476;7;TP. Hồ Chí Minh;quận;360155;36;10088;1;5
477;8;TP. Hồ Chí Minh;quận;424667;19;22118;1;5
478;10;TP. Hồ Chí Minh;quận;234819;6;41196;1;5
479;11;TP. Hồ Chí Minh;quận;209867;5;41150;1;5
480;12;TP. Hồ Chí Minh;quận;620146;53;11745;1;5
537;Tân Bình;TP. Hồ Chí Minh;quận;474792;22;21196;1;5
545;Tân Phú;TP. Hồ Chí Minh;quận;485348;16;30146;1;5
596;Thủ Đức;TP. Hồ Chí Minh;thành phố;1013795;212;4791;2;4
1;A Lưới;Thừa Thiên Huế;;49418;1225;40;5;1
275;Huế;Thừa Thiên Huế;thành phố;652572;266;2453;3;3
282;Hương Thủy;Thừa Thiên Huế;thị xã;95299;427;223;5;1
283;Hương Trà;Thừa Thiên Huế;thị xã;72677;392;185;5;1
392;Nam Đông;Thừa Thiên Huế;;24300;648;38;5;1
439;Phong Điền;Thừa Thiên Huế;;87781;948;93;5;1
446;Phú Lộc;Thừa Thiên Huế;;129846;720;180;5;1
461;Phú Vang;Thừa Thiên Huế;;137962;235;646;5;1
485;Quảng Điền;Thừa Thiên Huế;;77178;163;473;5;1
74;Cái Bè;Tiền Giang;;292738;416;703;5;1
75;Cai Lậy;Tiền Giang;thị xã;125615;141;891;5;1
76;Cai Lậy;Tiền Giang;;193328;295;656;5;1
115;Châu Thành;Tiền Giang;;263426;233;1133;4;2
122;Chợ Gạo;Tiền Giang;;187711;231;813;5;1
222;Gò Công;Tiền Giang;thị xã;99657;102;980;5;1
223;Gò Công Đông;Tiền Giang;;139060;273;509;5;1
224;Gò Công Tây;Tiền Giang;;127132;185;689;5;1
384;Mỹ Tho;Tiền Giang;thành phố;228109;82;2772;3;3
547;Tân Phú Đông;Tiền Giang;;42078;223;189;5;1
548;Tân Phước;Tiền Giang;;65331;330;198;5;1
93;Càng Long;Trà Vinh;;147694;294;503;5;1
102;Cầu Kè;Trà Vinh;;102767;247;417;5;1
103;Cầu Ngang;Trà Vinh;;121254;328;369;5;1
116;Châu Thành;Trà Vinh;;144040;343;420;5;1
206;Duyên Hải;Trà Vinh;thị xã;48210;175;275;5;1
207;Duyên Hải;Trà Vinh;;78444;305;257;5;1
612;Tiểu Cần;Trà Vinh;;107846;227;475;5;1
615;Trà Cú;Trà Vinh;;146329;318;461;5;1
617;Trà Vinh;Trà Vinh;thành phố;112584;68;1658;4;2
120;Chiêm Hóa;Tuyên Quang;;134091;1146;117;5;1
247;Hàm Yên;Tuyên Quang;;121342;901;135;5;1
326;Lâm Bình;Tuyên Quang;;51421;918;56;5;1
387;Nà Hang;Tuyên Quang;;43248;864;50;5;1
513;Sơn Dương;Tuyên Quang;;183600;788;233;5;1
644;Tuyên Quang;Tuyên Quang;thành phố;191118;184;1036;4;2
702;Yên Sơn;Tuyên Quang;;145390;1068;136;5;1
59;Bình Minh;Vĩnh Long;thị xã;94862;94;1013;4;2
62;Bình Tân;Vĩnh Long;;95709;158;605;5;1
343;Long Hồ;Vĩnh Long;;167698;196;854;5;1
360;Mang Thít;Vĩnh Long;;96172;163;592;5;1
527;Tam Bình;Vĩnh Long;;151520;291;521;5;1
616;Trà Ôn;Vĩnh Long;;129589;267;485;5;1
672;Vĩnh Long;Vĩnh Long;thành phố;137870;48;2884;3;3
683;Vũng Liêm;Vĩnh Long;;149371;310;482;5;1
65;Bình Xuyên;Vĩnh Phúc;;131013;149;882;5;1
333;Lập Thạch;Vĩnh Phúc;;136150;172;791;5;1
465;Phúc Yên;Vĩnh Phúc;thành phố;106002;120;883;5;1
524;Sông Lô;Vĩnh Phúc;;98738;150;659;5;1
530;Tam Dương;Vĩnh Phúc;;114391;108;1056;4;2
528;Tam Đảo;Vĩnh Phúc;;83931;235;358;5;1
676;Vĩnh Tường;Vĩnh Phúc;;205345;144;1426;4;2
677;Vĩnh Yên;Vĩnh Phúc;thành phố;119128;50;2364;3;3
696;Yên Lạc;Vĩnh Phúc;;156456;108;1453;4;2
352;Lục Yên;Yên Bái;;108817;810;134;5;1
372;Mù Cang Chải;Yên Bái;;63961;1198;53;5;1
410;Nghĩa Lộ;Yên Bái;thị xã;68206;108;633;5;1
618;Trạm Tấu;Yên Bái;;33962;743;46;5;1
621;Trấn Yên;Yên Bái;;84675;629;135;5;1
651;Văn Chấn;Yên Bái;;116804;1130;103;5;1
659;Văn Yên;Yên Bái;;129679;1390;93;5;1
690;Yên Bái;Yên Bái;thành phố;100631;107;942;5;1
691;Yên Bình;Yên Bái;;112046;772;145;5;1
